x	y	cut_x	y_label_idx
能不能找一个迪丽热巴今年上线的电视剧看看啊	FilmTele-Play	能 不能 找 一个 迪丽 热巴 今年 上线 的 电视剧 看看 啊	3
播放爱奇艺出品的猎毒人	FilmTele-Play	播放 爱奇艺 出品 的 猎毒 人	3
播放法国出版的电影钢琴家。	FilmTele-Play	播放 法国 出版 的 电影 钢琴家 。	3
我需要看一个90年代的伦理剧看看	FilmTele-Play	我 需要 看 一个 90 年代 的 伦理 剧 看看	3
有日本比较恐怖的电视剧看一看吗	FilmTele-Play	有 日本 比较 恐怖 的 电视剧 看一看 吗	3
我要看迪丽热巴出演的古装剧的第二集	FilmTele-Play	我要 看迪丽 热巴 出演 的 古装剧 的 第二集	3
你能给我继续瞅瞅那个剧情片吗	FilmTele-Play	你 能 给 我 继续 瞅 瞅 那个 剧情片 吗	3
播放一下杨幂主演的仙剑奇侠传三	FilmTele-Play	播放 一下 杨幂 主演 的 仙剑 奇侠传 三	3
换个台湾往事看一下	FilmTele-Play	换个 台湾 往事 看 一下	3
美国今年上的比较搞笑的电影播放	FilmTele-Play	美国 今年 上 的 比较 搞笑 的 电影 播放	3
来一个比较搞笑的沈腾主演的喜剧电影可以吗	FilmTele-Play	来 一个 比较 搞笑 的 沈腾 主演 的 喜剧电影 可以 吗	3
来一个家庭剧陪你一起长大看看吧	FilmTele-Play	来 一个 家庭 剧陪 你 一起 长大 看看 吧	3
神雕侠侣好多版本我想看刘亦菲黄晓明演的那个	FilmTele-Play	神雕侠侣 好多 版本 我 想 看 刘亦菲 黄晓明 演 的 那个	3
我要看权利的游戏帮我放一下	FilmTele-Play	我要 看 权利 的 游戏 帮 我 放 一下	3
麻烦帮我播放河山	FilmTele-Play	麻烦 帮 我 播放 河山	3
你能给我播放一个香港的电影原谅他77次吗	FilmTele-Play	你 能 给 我 播放 一个 香港 的 电影 原谅 他 77 次 吗	3
我想看一个战争片的第十集	FilmTele-Play	我 想 看 一个 战争片 的 第十集	3
蓝军出击我想看接着看	FilmTele-Play	蓝军 出击 我 想 看 接着 看	3
麻烦帮我播放一下魔道祖师	FilmTele-Play	麻烦 帮 我 播放 一下 魔 道 祖师	3
日本今年上线的动作片儿有吗？播放一个	FilmTele-Play	日本 今年 上线 的 动作片 儿有 吗 ？ 播放 一个	3
麻烦帮我播放宋佳佟大为蒋欣演的小舍得	FilmTele-Play	麻烦 帮 我 播放 宋佳 佟 大为 蒋欣演 的 小 舍得	3
找一个日本武藤兰的剧给我瞧瞧可以么	FilmTele-Play	找 一个 日本 武藤兰 的 剧 给 我 瞧瞧 可以 么	3
请按更新时间播放聂远宋轶的心灵法医	FilmTele-Play	请 按 更新 时间 播放 聂远 宋轶 的 心灵 法医	3
能帮我播放一部2021年的喜剧吗	FilmTele-Play	能 帮 我 播放 一部 2021 年 的 喜剧 吗	3
一千零一夜电视剧播放，就是迪丽热巴和邓伦主演的那个剧	FilmTele-Play	一千零一夜 电视剧 播放 ， 就是 迪丽 热巴 和 邓伦 主演 的 那个 剧	3
帮我播一下黄轩的山海情的大结局	FilmTele-Play	帮 我播 一下 黄轩 的 山海 情 的 大结局	3
开开电视看看去年吴京自导自演的战狼	FilmTele-Play	开开 电视 看看 去年 吴京 自导自演 的 战狼	3
法国的战争片可以来一个不	FilmTele-Play	法国 的 战争片 可以 来 一个 不	3
赶快看一下台湾爱情影片菠萝蜜	FilmTele-Play	赶快 看 一下 台湾 爱情 影片 菠萝蜜	3
我想继续看杨幂的剧呢灵异题材的	FilmTele-Play	我 想 继续 看 杨 幂 的 剧 呢 灵异 题材 的	3
你能给我看一会2020年上的喜剧电影吧	FilmTele-Play	你 能 给 我 看 一会 2020 年 上 的 喜剧电影 吧	3
你能继续给我播放一下战争片麻雀吗	FilmTele-Play	你 能 继续 给 我 播放 一下 战争片 麻雀 吗	3
播放爱情进化论	FilmTele-Play	播放 爱情 进化论	3
找一个韩国那边演员李敏镐的电视剧看看可以吗	FilmTele-Play	找 一个 韩国 那边 演员 李敏 镐 的 电视剧 看看 可以 吗	3
我需要看一个新加坡的爱情偶像剧	FilmTele-Play	我 需要 看 一个 新加坡 的 爱情 偶像剧	3
我现在就需要播龚俊演的青春偶像剧	FilmTele-Play	我 现在 就 需要 播 龚俊演 的 青春偶像 剧	3
1点75倍速放刘佩琦主演的谷文昌	FilmTele-Play	1 点 75 倍速 放 刘佩琦 主演 的 谷 文昌	3
张铁林的古装剧随便看一个吧	FilmTele-Play	张铁林 的 古装剧 随便 看 一个 吧	3
看爱情剧恶魔少爷别吻我	FilmTele-Play	看 爱情 剧 恶魔 少爷 别吻 我	3
给我播放李安导演的少年派的奇幻漂流电影吧。	FilmTele-Play	给 我 播放 李安 导演 的 少年 派 的 奇幻 漂流 电影吧 。	3
帮我播一下科幻剧酋长的男人最后一集	FilmTele-Play	帮 我播 一下 科幻 剧 酋长 的 男人 最后 一集	3
2020年悬疑电视剧你是她拨打一下吧	FilmTele-Play	2020 年 悬疑 电视剧 你 是 她 拨打 一下 吧	3
鬼吹灯系列想看2016年靳东的精绝古城	FilmTele-Play	鬼吹灯 系列 想 看 2016 年 靳东 的 精绝 古城	3
能不能播放韩剧太阳的后裔给我看啊	FilmTele-Play	能 不能 播放 韩剧 太阳 的 后裔 给 我 看 啊	3
我们要看张艺谋拍的谍战片悬崖之上	FilmTele-Play	我们 要 看 张艺谋 拍 的 谍战片 悬崖 之上	3
我想看一个范冰冰90年代拍的电视剧呢	FilmTele-Play	我 想 看 一个 范冰冰 90 年代 拍 的 电视剧 呢	3
观看个2019年香港悬疑电影	FilmTele-Play	观看 个 2019 年 香港 悬疑 电影	3
军事题材电视剧有吗播放一部让我感受一下	FilmTele-Play	军事 题材 电视剧 有 吗 播放 一部 让 我 感受一下	3
我要听北平无战事那个原著	FilmTele-Play	我要 听 北平 无战事 那个 原著	3
给我慢速播放月光变奏曲第十集	FilmTele-Play	给 我 慢速 播放 月光 变奏曲 第十集	3
我喜欢张艺谋导演的菊豆	FilmTele-Play	我 喜欢 张艺谋 导演 的 菊豆	3
如果一个男的真的爱你	FilmTele-Play	如果 一个 男 的 真的 爱 你	3
2020年上线的爱情剧可以播放一下吗	FilmTele-Play	2020 年 上线 的 爱情 剧 可以 播放 一下 吗	3
大约是爱能播放吧	FilmTele-Play	大约 是 爱能 播放 吧	3
广播剧将进酒帮我放一下	FilmTele-Play	广播剧 将进酒 帮 我 放 一下	3
前年上线的古装剧找一个看看吧，庆余年那种或者类似香蜜都可以	FilmTele-Play	前年 上线 的 古装剧 找 一个 看看 吧 ， 庆 余年 那种 或者 类似 香蜜 都 可以	3
郑要让大腕通过潜规则才能有资格在观众席上坐一下笑	FilmTele-Play	郑要 让 大腕 通过 潜规则 才能 有 资格 在 观众席 上 坐 一下 笑	3
让我看下2002年的乌龙闯情关里面的小鲜肉	FilmTele-Play	让 我 看 下 2002 年 的 乌龙 闯情关 里面 的 小 鲜肉	3
请给我续播梦魇桃花的第十章节	FilmTele-Play	请 给 我续播 梦魇 桃花 的 第十章 节	3
帮我播放单田芳讲的隋唐演义	FilmTele-Play	帮 我 播放 单田芳 讲 的 隋唐演义	3
播放爱情电影你的婚礼	FilmTele-Play	播放 爱情 电影 你 的 婚礼	3
朱茵及陈小春更是最后两位冲过终点	FilmTele-Play	朱茵及 陈小春 更是 最后 两位 冲 过 终点	3
除了李亚鹏决定退居幕后记者获悉王菲也对投拍影视剧产生兴趣	FilmTele-Play	除了 李亚鹏 决定 退居幕后 记者 获悉 王菲 也 对 投拍 影视剧 产生 兴趣	3
继续播放吴京导演的战狼1	FilmTele-Play	继续 播放 吴京 导演 的 战狼 1	3
找一下1996年的朝廷剧宰相刘罗锅	FilmTele-Play	找 一下 1996 年 的 朝廷 剧 宰相 刘罗锅	3
熔炉是不是一部改变了国家法律的韩国电影	FilmTele-Play	熔炉 是不是 一部 改变 了 国家 法律 的 韩国 电影	3
我想要看致我们暖暖的小时光	FilmTele-Play	我 想要 看致 我们 暖暖的 小时 光	3
前日有消息称国内着名出版人女企业家洪晃将于近日宣布退休	FilmTele-Play	前日 有 消息 称 国内 着 名 出版 人女 企业家 洪晃 将 于 近日 宣布 退休	3
我想看一个新加坡的偶像剧的第一集呢	FilmTele-Play	我 想 看 一个 新加坡 的 偶像剧 的 第一集 呢	3
此网站受法美国法律保护	FilmTele-Play	此 网站 受法 美国 法律 保护	3
谈买榜有些歌手尽在那装	FilmTele-Play	谈买 榜 有些 歌手 尽 在 那装	3
希望可以看个英国的恐怖电影	FilmTele-Play	希望 可以 看个 英国 的 恐怖电影	3
续播张小娴的我这辈子走过你第二十章	FilmTele-Play	续播 张小娴 的 我 这辈子 走过 你 第二十章	3
现在续播小说假如给我三天时间的第三章	FilmTele-Play	现在 续播 小说 假如 给 我 三天 时间 的 第三章	3
黄志忠我们俩演哥俩对手戏相当的多	FilmTele-Play	黄志忠 我们 俩 演 哥俩 对手戏 相当 的 多	3
播放一下张译演过的光荣时代	FilmTele-Play	播放 一下张 译演 过 的 光荣 时代	3
此外在谢霆锋过去的置业过程中也有谢婷婷的出谋划策	FilmTele-Play	此外 在 谢霆锋 过去 的 置业 过程 中 也 有 谢婷婷 的 出谋划策	3
冯小刚说谁都不会丧心病狂地商业	FilmTele-Play	冯小刚 说 谁 都 不会 丧心病狂 地 商业	3
你不要乱搜索好不好你这个笨蛋	FilmTele-Play	你 不要 乱 搜索 好不好 你 这个 笨蛋	3
我想看一个泰剧不期而爱	FilmTele-Play	我 想 看 一个 泰剧 不期 而 爱	3
随便播一个悬疑恐怖的有声小说	FilmTele-Play	随便 播 一个 悬疑 恐怖 的 有声 小说	3
姜文和葛优演的那个让子弹飞你给我播放一下	FilmTele-Play	姜文 和 葛优 演 的 那个 让 子弹 飞 你 给 我 播放 一下	3
从高到低放陈伟霆和马思纯演的橙红年代	FilmTele-Play	从 高到 低放 陈伟霆 和 马思纯演 的 橙红 年代	3
天涯尽处吧快放 现在只放它	FilmTele-Play	天涯 尽处 吧 快 放   现在 只放 它	3
打开八点上映的爆射遁甲	FilmTele-Play	打开 八点 上映 的 爆射 遁 甲	3
除了黎明之前你能推荐一些其他好的国产谍战剧吗	FilmTele-Play	除了 黎明 之前 你 能 推荐 一些 其他 好 的 国产 谍战剧 吗	3
历史题材的电影，刘烨主演的建党伟业放一下	FilmTele-Play	历史 题材 的 电影 ， 刘烨 主演 的 建党 伟业 放 一下	3
这部电影里你有弯腰吗	FilmTele-Play	这部 电影 里 你 有 弯腰 吗	3
仙侠类型的广播剧播放一个吧	FilmTele-Play	仙侠 类型 的 广播剧 播放 一个 吧	3
请续播双城记的第三章，算是经典小说了	FilmTele-Play	请续播 双城记 的 第三章 ， 算是 经典小说 了	3
给我放一下少年包青天范冰冰演的那个	FilmTele-Play	给 我 放 一下 少年 包青天 范冰冰 演 的 那个	3
宋祖英不回避与老公合作在家里他是老大图	FilmTele-Play	宋祖英 不 回避 与 老公 合作 在 家里 他 是 老大 图	3
来一个大陆的仙侠剧看一会可以不？类似于花千骨那种	FilmTele-Play	来 一个 大陆 的 仙侠 剧看 一会 可以 不 ？ 类似 于 花千骨 那种	3
江苏影视的剧说那些事播过了吗帮我看下	FilmTele-Play	江苏 影视 的 剧说 那些 事播 过 了 吗 帮 我 看 下	3
来播放大陆电视剧三生三世枕上书呢	FilmTele-Play	来 播放 大陆 电视剧 三生 三世 枕上 书 呢	3
请立刻帮我播放甄嬛传第五集	FilmTele-Play	请 立刻 帮 我 播放 甄 嬛 传 第五集	3
接着放我的小确幸的大结局	FilmTele-Play	接着 放 我 的 小 确幸 的 大结局	3
又想看凤弈了	FilmTele-Play	又 想 看凤弈 了	3
2020年的邻家女孩大斗爱播放给我看看吧	FilmTele-Play	2020 年 的 邻家女孩 大斗爱 播放 给 我 看看 吧	3
像我这样的男人你们应该珍惜	FilmTele-Play	像 我 这样 的 男人 你们 应该 珍惜	3
有郭敬明导演的青春疼痛剧播放吗	FilmTele-Play	有 郭敬明 导演 的 青春 疼痛 剧 播放 吗	3
播放印度地区的起跑线	FilmTele-Play	播放 印度 地区 的 起跑线	3
范·迪塞尔主演的动作片速度与激情9给我播放一下	FilmTele-Play	范 · 迪塞尔 主演 的 动作片 速度 与 激情 9 给 我 播放 一下	3
好想看看周星驰演的喜剧	FilmTele-Play	好 想 看看 周星驰 演 的 喜剧	3
日本电影龙猫播放一下可以吗	FilmTele-Play	日本 电影 龙猫 播放 一下 可以 吗	3
刘嘉玲一见记者忙遮肚图	FilmTele-Play	刘嘉玲 一见 记者 忙 遮肚图	3
想看一个迪丽热巴和吴磊主演的长歌行呢	FilmTele-Play	想 看 一个 迪丽 热巴 和 吴磊 主演 的 长 歌行 呢	3
算了还是徐克你去拍吧	FilmTele-Play	算了 还是 徐克 你 去 拍 吧	3
来一个韩剧模范出租车看看吧	FilmTele-Play	来 一个 韩剧 模范 出租车 看看 吧	3
搜索一下印度电影调音师这个电影	FilmTele-Play	搜索 一下 印度 电影 调音师 这个 电影	3
虽然赵薇是演员出身但她仍以每年一张专辑的速度带给大家音乐	FilmTele-Play	虽然 赵薇 是 演员 出身 但 她 仍 以 每年 一张 专辑 的 速度 带给 大家 音乐	3
继续播放那个恐怖片咒怨	FilmTele-Play	继续 播放 那个 恐怖片 咒怨	3
我立马就要播放任素汐主演的一部爱情喜剧片半个喜剧	FilmTele-Play	我 立马 就要 播放 任素 汐 主演 的 一部 爱情 喜剧片 半个 喜剧	3
我要看陈乔恩主演的命中注定我爱你。	FilmTele-Play	我要 看 陈乔恩 主演 的 命中注定 我爱你 。	3
大家都在追吴京主演的战狼，给我播一下	FilmTele-Play	大家 都 在 追 吴京 主演 的 战狼 ， 给 我播 一下	3
直到今年阿娇才在多方铺垫下回归娱乐圈	FilmTele-Play	直到 今年 阿娇 才 在 多方 铺垫 下 回归 娱乐圈	3
沈腾的那个电影能继续播放一下吗	FilmTele-Play	沈腾 的 那个 电影 能 继续 播放 一下 吗	3
铁齿铜牙纪晓岚第一季第20集播放一下	FilmTele-Play	铁齿 铜牙 纪晓岚 第一季 第 20 集 播放 一下	3
看过书的人就知道红楼梦涉及的演员非常多一二零回七零零多个人	FilmTele-Play	看过 书 的 人 就 知道 红楼梦 涉及 的 演员 非常 多 一二零 回七 零零 多 个人	3
90年代的恐怖片能不能现在就播放一个给我看	FilmTele-Play	90 年代 的 恐怖片 能 不能 现在 就 播放 一个 给 我 看	3
酒井法子复出拍梦墙要和黄渤谈恋爱	FilmTele-Play	酒井法子 复出 拍梦墙 要 和 黄 渤 谈恋爱	3
听说你好李焕英很好看，播放一下吧	FilmTele-Play	听说 你好 李焕英 很 好看 ， 播放 一下 吧	3
播放连丽如讲的十二女侠	FilmTele-Play	播放 连丽如 讲 的 十二 女侠	3
给我继续播放一下赵薇演的那个电视剧	FilmTele-Play	给 我 继续 播放 一下 赵薇演 的 那个 电视剧	3
可以想象等到该剧与全国观众见面时也许会掀起一阵剑侠热	FilmTele-Play	可以 想象 等到 该剧 与 全国 观众 见面 时 也许 会 掀起 一阵 剑侠 热	3
南都娱乐当时周润发片酬很贵吗	FilmTele-Play	南 都 娱乐 当时 周润发 片酬 很贵 吗	3
今年的偶像剧随机来一个可以吗	FilmTele-Play	今年 的 偶像剧 随机 来 一个 可以 吗	3
播放量最多的悬疑小说可以帮我找一下吗	FilmTele-Play	播放 量 最 多 的 悬疑 小说 可以 帮 我 找 一下 吗	3
去年成毅的剧播放一下	FilmTele-Play	去年 成毅 的 剧 播放 一下	3
你能现在就给我继续播放铁齿铜牙纪晓岚第四季吗	FilmTele-Play	你 能 现在 就 给 我 继续 播放 铁齿 铜牙 纪晓岚 第四季 吗	3
刺杀小说家，播放这部悬疑片子	FilmTele-Play	刺杀 小说家 ， 播放 这部 悬疑片 子	3
播放守护解放西	FilmTele-Play	播放 守护 解放 西	3
第一帅罗云熙主演的月上重火让我看让我看	FilmTele-Play	第一 帅罗云熙 主演 的 月 上 重火 让 我 看 让 我 看	3
播放刘诗诗主演的绣春刀。	FilmTele-Play	播放 刘诗 诗 主演 的 绣 春刀 。	3
有没有90年代上线的战争片看看	FilmTele-Play	有没有 90 年代 上线 的 战争片 看看	3
电影安娜与国王片尾曲叫什么名字来自于哪个歌手	FilmTele-Play	电影 安娜 与 国王 片尾曲 叫 什么 名字 来自 于 哪个 歌手	3
雷得观众们满地打滚笑到内伤	FilmTele-Play	雷得 观众们 满地 打滚 笑 到 内伤	3
李胜基在灿烂的遗产中的造型也十分抢眼	FilmTele-Play	李胜基 在 灿烂 的 遗产 中 的 造型 也 十分 抢眼	3
你可以播放一个玄幻剧三生三世枕上书吗	FilmTele-Play	你 可以 播放 一个 玄幻剧 三生 三世 枕上 书 吗	3
播放美国电影美国队长。	FilmTele-Play	播放 美国 电影 美国 队长 。	3
播放雨果的巴黎圣母院英文版原著	FilmTele-Play	播放 雨果 的 巴黎圣母院 英文版 原著	3
拥有网络博客的章子怡表示从来不会对这些八卦消息作正面回应	FilmTele-Play	拥有 网络 博客 的 章子怡 表示 从来不 会 对 这些 八卦 消息 作 正面 回应	3
随便放一个70年代的推理电影	FilmTele-Play	随便 放 一个 70 年代 的 推理 电影	3
去年的美国科幻片播放一个吧	FilmTele-Play	去年 的 美国 科幻片 播放 一个 吧	3
既然不退役那接下来郭晶晶的比赛安排是什么	FilmTele-Play	既然 不 退役 那 接下来 郭晶晶 的 比赛 安排 是 什么	3
播放玄幻类型的广播剧听听吧	FilmTele-Play	播放 玄幻类 型 的 广播剧 听听 吧	3
能放来听岳云鹏的相声祖宗十九代吗	FilmTele-Play	能放来 听 岳云鹏 的 相声 祖宗 十九代 吗	3
我想你给我来一部去年丁梓光导演的电视剧下一步是幸福	FilmTele-Play	我 想 你 给 我 来 一部 去年 丁梓光 导演 的 电视剧 下 一步 是 幸福	3
话题二开篇好似翻版活着	FilmTele-Play	话题 二 开篇 好似 翻版 活着	3
来一部美国演员贾斯汀汀布莱克拍摄的电视剧给我看看吧	FilmTele-Play	来 一部 美国 演员 贾 斯汀 汀 布莱克 拍摄 的 电视剧 给 我 看看 吧	3
你可以播放八三夭的想见你只想见你吗？	FilmTele-Play	你 可以 播放 八三 夭 的 想见 你 只 想见 你 吗 ？	3
给我看一个陈伟霆的古装剧可以吗	FilmTele-Play	给 我 看 一个 陈伟霆 的 古装剧 可以 吗	3
迪丽热巴和吴磊主演的电视剧长歌行能播放第20集吗	FilmTele-Play	迪丽 热巴 和 吴磊 主演 的 电视剧 长 歌行 能 播放 第 20 集 吗	3
快点儿播放适合跳舞的冰河时代啊	FilmTele-Play	快点儿 播放 适合 跳舞 的 冰河时代 啊	3
我想继续播放陈思诚导演的唐探三可以吗	FilmTele-Play	我 想 继续 播放 陈思诚 导演 的 唐探 三 可以 吗	3
不是三十而立我想看的是三十而已	FilmTele-Play	不是 三十而立 我 想 看 的 是 三十 而已	3
张铁林出演的古装电视剧播放一个可以吗	FilmTele-Play	张铁林 出演 的 古装 电视剧 播放 一个 可以 吗	3
给我儿子来一个熊出没吧	FilmTele-Play	给 我 儿子 来 一个 熊出没 吧	3
李光洁微博期待山楂树哭戏	FilmTele-Play	李 光洁 微博 期待 山楂树 哭戏	3
想看生命线了查看一下在哪个频道播出	FilmTele-Play	想 看 生命线 了 查看 一下 在 哪个 频道 播出	3
你能找一部90年代的鬼片吗	FilmTele-Play	你 能 找 一部 90 年代 的 鬼片 吗	3
请播放吴京出演的电影战狼	FilmTele-Play	请 播放 吴京 出演 的 电影 战狼	3
我要看一部韩国2019年的电视剧	FilmTele-Play	我要 看 一部 韩国 2019 年 的 电视剧	3
绝命毒师评选为21世纪100部最佳电视剧名列第5位	FilmTele-Play	绝命 毒师 评选 为 21 世纪 100 部 最佳 电视剧 名列 第 5 位	3
而朱德本人不需要从新在建立音乐形象	FilmTele-Play	而 朱德 本人 不 需要 从 新 在 建立 音乐 形象	3
大陆电视剧长歌行立刻播放第二十集	FilmTele-Play	大陆 电视剧 长 歌行 立刻 播放 第二十 集	3
我需要看一个韩国的剧情片呢不要古代的	FilmTele-Play	我 需要 看 一个 韩国 的 剧情片 呢 不要 古代 的	3
邓萃雯欲在内地找老公米雪称太忙没时间结婚	FilmTele-Play	邓萃雯 欲 在 内地 找 老公 米雪称 太忙 没 时间 结婚	3
我们准备播放一部爱情片柏拉图之恋	FilmTele-Play	我们 准备 播放 一部 爱情片 柏拉图 之恋	3
麻烦帮我找一下骊歌行	FilmTele-Play	麻烦 帮 我 找 一下 骊歌 行	3
多有趣啊有可能我会被外星人拦截太多可爱的事情了	FilmTele-Play	多 有趣 啊 有 可能 我会 被 外星人 拦截 太 多 可爱 的 事情 了	3
同期被提名影片有本能心灵捕手猜火车	FilmTele-Play	同期 被 提名 影片 有 本能 心灵 捕手 猜 火车	3
珠江现在有什么吸引人的电视剧吗我想看下	FilmTele-Play	珠江 现在 有 什么 吸引 人 的 电视剧 吗 我 想 看 下	3
章子怡回应诈捐口气不硬称仍在待批阶段	FilmTele-Play	章子怡 回应 诈捐 口气 不硬称 仍 在 待批 阶段	3
死亡诗社据说是一部被片名耽误的经典励志电影	FilmTele-Play	死亡 诗社 据说 是 一部 被 片名 耽误 的 经典 励志 电影	3
播放奇幻片人鬼情缘	FilmTele-Play	播放 奇幻 片人 鬼 情缘	3
北京卫视现在播放的电视剧是什么	FilmTele-Play	北京 卫视 现在 播放 的 电视剧 是 什么	3
下一部看2019年最恐怖的僵尸片	FilmTele-Play	下 一部 看 2019 年 最 恐怖 的 僵尸 片	3
播二十七集景甜的司藤哦	FilmTele-Play	播 二十七 集景甜 的 司藤 哦	3
能给我播放杨幂演的那个现代剧的第十集么	FilmTele-Play	能 给 我 播放 杨幂 演 的 那个 现代 剧 的 第十集 么	3
有最热门的科幻动漫吧随机播放一个吧	FilmTele-Play	有 最 热门 的 科幻 动漫 吧 随机 播放 一个 吧	3
你能给我继续来那个偶像剧吗	FilmTele-Play	你 能 给 我 继续 来 那个 偶像剧 吗	3
放一部杨洋主演的红楼梦看看	FilmTele-Play	放 一部 杨洋 主演 的 红楼梦 看看	3
给我按顺序放孙俪和罗晋主演的安家	FilmTele-Play	给 我 按 顺序 放孙俪 和 罗晋 主演 的 安家	3
播放美国科幻电影终结者	FilmTele-Play	播放 美国 科幻电影 终结者	3
二十不惑这个电视剧，就关晓彤演出的那个播放一下给我吧	FilmTele-Play	二十 不惑 这个 电视剧 ， 就 关晓彤 演出 的 那个 播放 一下 给 我 吧	3
但张永成终于不顾世俗眼光决心与叶问泛舟江湖	FilmTele-Play	但 张永成 终于 不顾 世俗 眼光 决心 与 叶问 泛舟 江湖	3
我想看第32集觉醒	FilmTele-Play	我 想 看 第 32 集 觉醒	3
能不能给我看一个2020年沈腾出演的片子啊	FilmTele-Play	能 不能 给 我 看 一个 2020 年 沈 腾出 演 的 片子 啊	3
你能给我播放一个韩国的言情剧吗	FilmTele-Play	你 能 给 我 播放 一个 韩国 的 言情剧 吗	3
好莱坞大片一一月强势来袭	FilmTele-Play	好莱坞 大片 一一 月 强势 来袭	3
陈妍希在演艺圈已拼搏了五年时间	FilmTele-Play	陈妍 希在 演艺圈 已 拼搏 了 五年 时间	3
那个正在追的喜剧继续播放给我看吧	FilmTele-Play	那个 正在 追 的 喜剧 继续 播放 给 我 看吧	3
打开下午三点十分播放的步步惊奇真情版	FilmTele-Play	打开 下午 三点 十分 播放 的 步步 惊奇 真情 版	3
邓文迪他特别支持我要喜欢工作他也支持	FilmTele-Play	邓文迪 他 特别 支持 我要 喜欢 工作 他 也 支持	3
家庭喜剧电视台湾拍的给我看一个吧	FilmTele-Play	家庭 喜剧 电视 台湾 拍 的 给 我 看 一个 吧	3
给我看一下湖南电影今天放什么经典的电影	FilmTele-Play	给 我 看 一下 湖南 电影 今天 放 什么 经典 的 电影	3
找大陆版的青春剧初恋那件小事	FilmTele-Play	找 大陆 版 的 青春 剧 初恋 那 件 小事	3
马上给我播放诛仙前传第五章	FilmTele-Play	马上 给 我 播放 诛 仙前 传 第五章	3
杨幂和阮经天演的扶摇1点75倍速放	FilmTele-Play	杨幂 和 阮经天 演 的 扶摇 1 点 75 倍速 放	3
我看向波比却看不到他	FilmTele-Play	我 看 向 波比 却 看不到 他	3
玄幻题材的有声小说随便播一个吧	FilmTele-Play	玄幻 题材 的 有声 小说 随便 播 一个 吧	3
韩国的古代历史剧能找一个看会不	FilmTele-Play	韩国 的 古代 历史剧 能 找 一个 看会 不	3
刀客家族的女人是在湖南卫视国际播放的吗帮我看下	FilmTele-Play	刀客 家族 的 女人 是 在 湖南卫视 国际 播放 的 吗 帮 我 看 下	3
大陆动作片西游伏魔篇播放	FilmTele-Play	大陆 动作片 西游 伏魔篇 播放	3
给我续播小说让我留在你身边	FilmTele-Play	给 我续播 小说 让 我 留在 你 身边	3
殷桃和宋轶演的爱的理想生活你给我1点5倍速播放一下	FilmTele-Play	殷桃 和 宋轶演 的 爱 的 理想 生活 你 给 我 1 点 5 倍速 播放 一下	3
周迅演的如懿传续播一下吧给我	FilmTele-Play	周 迅演 的 如懿 传续播 一下 吧 给 我	3
张默出演让子弹飞我没帮他任何忙是姜文找的他	FilmTele-Play	张默 出演 让 子弹 飞 我 没 帮 他 任何 忙 是 姜文 找 的 他	3
找一个2012年前后比较火爆的现代剧播放	FilmTele-Play	找 一个 2012 年 前后 比较 火爆 的 现代 剧 播放	3
戏剧铡美案中的陈世美形象是被恶意编造的	FilmTele-Play	戏剧 铡 美案 中 的 陈世美 形象 是 被 恶意 编造 的	3
你一开始的反击只是本能对不对	FilmTele-Play	你 一 开始 的 反击 只是 本能 对 不 对	3
你能播放五条人的广东姑娘	FilmTele-Play	你 能 播放 五条 人 的 广东 姑娘	3
在这波魔幻潮的导演里叶伟信微博算得上是先遣兵	FilmTele-Play	在 这波 魔幻 潮 的 导演 里 叶伟信 微博算 得 上 是 先遣 兵	3
我需要看英国拍的战争片二战时期的最好	FilmTele-Play	我 需要 看 英国 拍 的 战争片 二战时期 的 最好	3
仙侠剧仙剑三继续播放一下呢	FilmTele-Play	仙侠 剧 仙剑三 继续 播放 一下 呢	3
据日本警视厅透露酒井承认了犯罪事实	FilmTele-Play	据 日本 警视厅 透露 酒井 承认 了 犯罪事实	3
快点找出来电视剧鹿鼎记的韦小宝cut	FilmTele-Play	快点 找 出来 电视剧 鹿鼎记 的 韦小宝 cut	3
是不是能播放一下2020年播出的电视剧三生三世枕上书呢	FilmTele-Play	是不是 能 播放 一下 2020 年 播出 的 电视剧 三生 三世 枕上 书 呢	3
1点75倍速播何云龙演的烽火线	FilmTele-Play	1 点 75 倍速 播何 云龙 演 的 烽火 线	3
央视开年大戏首播时间已定花落谁家尚未揭晓	FilmTele-Play	央视 开年 大戏 首播 时间 已 定 花落谁家 尚未 揭晓	3
播放开封府的大结局	FilmTele-Play	播放 开封府 的 大结局	3
我们后人为什么都想去演呢	FilmTele-Play	我们 后人 为什么 都 想 去 演 呢	3
我好想看贾玲演的你好李焕英	FilmTele-Play	我 好 想 看 贾玲演 的 你好 李焕英	3
我想看一下言情剧幸福触手可及的第一集	FilmTele-Play	我 想 看 一下 言情剧 幸福 触手可及 的 第一集	3
给我找一部武侠小说放来听听	FilmTele-Play	给 我 找 一部 武侠小说 放 来 听听	3
麻烦给我播放刘琮和杨天翔合作的广播剧	FilmTele-Play	麻烦 给 我 播放 刘琮 和 杨天翔 合作 的 广播剧	3
播放连丽如讲的红楼梦	FilmTele-Play	播放 连丽如 讲 的 红楼梦	3
你可以立刻播放五月的青春的第一集吗	FilmTele-Play	你 可以 立刻 播放 五月 的 青春 的 第一集 吗	3
陈冠希是谢霆锋的中学同学两人出道前已是好友	FilmTele-Play	陈冠希 是 谢霆锋 的 中学 同学 两人 出道 前 已 是 好友	3
